MYID,id_l2,id_l1,shape_area,AC1,AC2,AC1N,AC2N,ALC_3,o_imean,f_hstd,i_hstd,i_prop,l_hmean,l_imean,fh20,lh80,lh50,hawi95,hawi5,fvege,fhmean,lhmean,limean,fhr_80_99,fhr_30_95,fl_95_95_99,fl_95_70_99,fl_95_60_99,height_d2,density4,fd40,fd20,fd1,m_ndvi,m_red_nir,a_red,a_grn,a_nir,a_ndvi,a_red_grn,a_blu_nir,aspect_std,slope_std,slope_max,wt_min,wt_max,utmnorth,utmeast,tr_te_tpi_18,sd_18m_101,sd_36m_87,mean_36m_97,mean_36m_111,tr_tp_6m_125m_41_mean_diff,tr_tp_6m_175m_59_sd,tmin_wt,tmin_sm,tave_wt,rad_sp,dd_0_wt,dd5_wt,dd18_at,nffd_at,cmd_sp,cmd_sm,cmd_at,rh_sp,td,msp,effp,cmd,mar,tr_ka_18m_100m_11_kaspcdir_across,tr_ka_18m_50m_5_kaspcdir_across,tr_ka_18m_200m_23_kaspcdir_downhill,tr_ka_36m_1200m_67_kaspcdir_downhill,tr_ka_36m_800m_45_kaspcdir_downhill,tr_ka_36m_1200m_67_kaspcdir_uphill,tr_ka_36m_2000m_111_kaspcdir_uphill,tr_ka_18m_400m_45_kaspdir_across,tr_ka_36m_2000m_111_kaspdir_across,tr_ka_18m_200m_23_kaspdir_downhill,tr_ka_18m_400m_45_kaspdir_downhill,tr_ka_36m_2000m_111_kaspdir_downhill,tr_ka_36m_400m_23_kaspdir_downhill,tr_ka_36m_1600m_89_kaspdir_uphill,tr_ka_36m_800m_45_kaspdir_uphill,tr_ka_18m_100m_11_kaspsdir_across,tr_ka_36m_2000m_111_kaspsdir_across,tr_ka_18m_200m_23_kaspsdir_downhill,tr_ka_36m_2000m_111_kaspsdir_downhill,tr_ka_18m_100m_11_kaspsdir_uphill,tr_ka_18m_200m_23_kaspsdir_uphill,tr_ka_18m_50m_5_kaspsdir_uphill,tr_ka_36m_1600m_89_kaspsdir_uphill,tr_ka_36m_2000m_111_kaspsdir_uphill,tr_ka_18m_50m_5_kaspslpcdir_across,tr_ka_36m_1600m_89_kaspslpcdir_across,tr_ka_18m_400m_45_kaspslpcdir_downhill,tr_ka_18m_50m_5_kaspslpcdir_downhill,tr_ka_36m_1600m_89_kaspslpcdir_downhill,tr_ka_36m_800m_45_kaspslpcdir_downhill,tr_ka_36m_1200m_67_kaspslpele2cdir_across,tr_ka_36m_1600m_89_kaspslpele2cdir_across,tr_ka_18m_100m_11_kaspslpele2cdir_uphill,tr_ka_18m_100m_11_kaspslpele2sdir_across,tr_ka_36m_1200m_67_kaspslpele2sdir_downhill,tr_ka_18m_50m_5_kaspslpele2sdir_uphill,tr_ka_36m_800m_45_kaspslplneleslpcdir_across,tr_ka_36m_1200m_67_kaspslplneleslpcdir_uphill,tr_ka_36m_800m_45_kaspslplneleslpsdir_across,tr_ka_18m_200m_23_kaspslplneleslpsdir_uphill,tr_ka_36m_1600m_89_kaspslplneleslpsdir_uphill,tr_ka_36m_2000m_111_kaspslplneleslpsdir_uphill,tr_ka_36m_400m_23_kaspslplneleslpsdir_uphill,tr_ka_36m_1600m_89_kaspslplnele_uphill,tr_ka_36m_1200m_67_kaspslpsdir_across,tr_ka_36m_2000m_111_kaspslpsdir_across,tr_ka_18m_200m_23_kaspslpsdir_uphill,tr_ka_36m_800m_45_kaspslpsdir_uphill,tr_ka_18m_200m_23_kaspslp_downhill,V_P,NV_P,WT_P,MAX_PC1,PC1O,FNF_PO,PC2O,HF_PO,HG_PO,SC_PO,SO_PO,MVALO,PC3O
11,1244395,134571,307.3190348,1,2,V,NF,HG,52.593857,0.1225,0,0,0,36.666667,0,0.05,0,57,8,0.023729,2.692857,2.642,39.4,0.020243,0,0.016194,0.040486,0.044534,0.003356,0,0.979661,0.938983,0.60339,0.422127,0.406344,1059.285714,1068.7,2775.828571,0.447586,0.991191,0.326446,75.36,0.49,2.63,0,4,5702444,624193,0.013472,23.283527,40.386647,-32.738498,-35.990793,-0.807547,6.312665,-16,5,-10.6,17.3,969,3,1,24,3,33,0,57,24.3,389,244,36,13.4,0.160458,0.081311,-0.467025,-0.240603,-0.053612,0.57477,0.684879,259.695153,250.942295,-242.147086,-232.305759,-248.036338,-230.710593,-105.47419,-65.556045,0.984111,0.94519,-0.883799,-0.927404,0.707106,0.877895,0.707106,0.963719,0.728511,0.001154,-0.011613,-0.020513,-0.006326,-0.008837,-0.001979,78045.43141,-32787.23495,61457.36531,65846.8852,-90527.86218,28311.78453,0.006847,0.020973,0.015063,0.072206,0.054076,0.020991,0.101264,-0.645537,0.031457,0.045666,0.092254,0.061247,0.063269,7.473722305,0.059988762,1.695285115,7.473722305,V,0.985279138,NF,0.112900824,13.4213867,1.680281517,0.167101398,13.4213867,HG
12,1255035,136219,324,1,2,V,NF,NA,36.030612,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0.521739,0,0.130435,0.782609,0.826087,0,0,0.869898,0.813776,0.721939,0,0,0,0,0,0,0,0,6.47,0.39,4.56,0,4,5705577,624013,0.065902,26.533466,29.838194,-42.558307,-44.134254,-2.781518,8.222265,-15.9,5,-10.4,17.3,957,3,1,24,3,42,0,57,24.3,386,243,45,13.3,0.514495,0,-0.672672,-0.939793,-0.826227,0.855197,0,252.349875,193.29857,-227.72631,-220.815083,-153.853158,-222.273689,-257.195733,-97.765166,0.857492,0.230025,-0.73994,0.440673,0.857492,0.939793,1,-0.975132,-1,0,0.0289,-0.016802,0,-0.018623,-0.017628,72838.54941,77152.79864,124868.9843,141523.4777,-23187.14367,178722.3059,0.005624,0.01729,0.012374,0.102817,-0.034623,-0.02832,0.174928,-0.512548,0.010748,0.007938,0.114282,0.111798,0.025473,0.839556222,0.752547418,0.022850784,0.839556222,V,0.989249946,NF,NA,NA,NA,NA,NA,NA
13,1257595,136525,463.7208907,1,1,V,F,NA,38.036697,6.942847,2.51226,0.03876,0.616587,16.844311,0.08,6.07,0.11,44,8,0.648579,8.859522,8.631818,27.676768,0.758571,0.013365,0.172857,0.891429,0.897857,0.268893,0.005168,0.689922,0.555556,0.364341,0.358726,0.471967,556.056175,662.305976,1216.191633,0.372485,0.839576,0.551576,130.9,2.66,10.26,0,0,5703291,624571,1.170277,21.966116,28.71751,-21.237618,-24.452912,1.94854,9.298625,-16,5.1,-10.5,17.3,964,3,1,25,3,36,0,57,24.3,387,244,39,13.4,1,0.894427,-0.964763,-0.178885,-0.263117,0.341743,0.213167,319.184916,257.691984,-195.255118,-241.38954,-265.840357,-241.38954,-80.960517,-109.983106,0,0.977015,-0.263117,-0.997365,-0.196116,0.178885,0.447213,0.98758,0.977015,0.062574,0.006841,-0.027732,-0.124737,-0.003933,-0.012008,16763.98349,19072.24778,122621.4018,0,-105262.495,40524.48233,-0.007418,0.006625,0.020399,0.010397,0.03477,0.042044,0.022215,-0.511135,0.039686,0.043723,0.015831,0.078405,0.096229,103.6999181,3.562208264,0.756876683,103.6999181,V,0.005113542,F,NA,NA,NA,NA,NA,NA
14,1266578,137799,410.2495728,1,2,V,NF,HG,51.579853,0,0,0,0,0,0,0.09,0.02,55,40,0.012285,1.726,1.726,46.8,0.089109,0,0.019802,0.09901,0.118812,0,0,0.889435,0.756757,0.476658,0.514585,0.320494,842.128571,910.142857,2531.071429,0.500695,0.925271,0.314559,19.96,0.47,3.04,0,0,5702149,624927,0.004395,22.04979,33.38251,-24.550732,-29.280465,-0.54214,5.378982,-16,5.1,-10.5,17.3,966,3,1,25,4,36,0,57,24.3,387,245,40,13.5,0.707106,0.707106,-0.794824,-0.660114,-0.690475,0.808736,0.311039,199.91425,233.297144,-217.332186,-210.579226,-233.297144,-208.610459,-47.021364,-34.286876,0.707106,0.801745,-0.606198,-0.801745,-0.058819,0.298356,0.603149,0.731607,0.950397,0.014045,0.020556,-0.035644,-0.013195,-0.014791,-0.017814,77523.92965,57147.77291,84704.46075,56515.39707,-51168.09318,35008.86918,0.010574,0.01578,0.00721,0.004908,0.00964,0.033018,-0.004194,-0.312664,0.019435,0.028499,0.014293,0.037503,0.034238,13.523865,0.014075206,3.647485781,13.523865,V,0.976879191,NF,0.071270359,7.915923388,6.701974774,0.08500494,7.915923388,HG
15,1269683,138252,324,1,1,V,F,NA,45.58952,13.134188,5.308276,0.041783,0.968175,17.321168,0,8.34,0.06,64,13,0.643454,9.104026,9.427815,31.941176,0.679291,0.010324,0.13256,0.56628,0.815516,0.228963,0.022284,0.713092,0.576602,0.370474,0.396069,0.432594,583.169831,718.982068,1310.955696,0.384233,0.811105,0.532216,8.52,0.77,10.48,0,0,5704281,622735,0.413645,28.418595,39.882757,-2.494761,-4.897094,2.449788,9.883313,-16,4.9,-10.7,17.2,975,3,1,24,0,28,0,57,24.2,397,243,28,13.3,0.98058,0.894427,-0.413802,-0.998168,-0.998968,0.999541,0.989586,164.744881,224.474365,-114.443954,-162.349875,-171.724107,-160.016893,-15.255118,-42.273689,-0.196116,0.70059,0.910366,0.143939,0.37139,0.536875,0.894427,0.263117,0.143939,0.066968,0.037197,-0.127658,-0.099723,-0.050503,-0.086565,219790.6399,108540.012,153162.8821,-43541.627,11369.31595,106070.2952,0.03556,0.058628,0.001616,0.04444,0.009809,0.003311,0,-0.526789,0,0.020221,0.056615,0.029092,0.113318,212.0895719,0.124963967,1.395268702,212.0895719,V,0.021843764,F,NA,NA,NA,NA,NA,NA
16,1291163,141578,229.1961365,1,2,V,NF,HG,28.917391,0,0,0,0,0,0.07,0.27,0.17,44,11,0.021739,1.462,1.462,25.6,0.19708,0.282051,0.051095,0.124088,0.138686,0,0,0.678261,0.469565,0.104348,0.3921,0.436678,1171.928571,1177.9,2551.342857,0.370484,0.99493,0.388748,158.02,3.07,16.52,0,0,5705417,624508,1.297627,22.89593,29.840284,16.153444,19.183965,10.760236,13.119278,-16,5,-10.5,17.3,963,3,1,24,2,35,0,57,24.3,392,244,37,13.3,0.881154,0.298142,-0.149435,-0.995893,-0.998968,-0.366524,-0.279329,219.289406,96.225829,-98.601373,-150.077028,-178.958373,-105.255118,-268.698047,-327.528807,-0.466794,-0.994102,0.987877,0.018178,-0.312965,-0.263117,0,-0.999741,-0.960195,0.039451,-0.000832,-0.130111,-0.113989,-0.066951,-0.109422,125751.6233,-2410.864114,87411.46222,-153253.9492,21401.31182,0,0.017421,-0.004065,0.000791,-0.002863,-0.012878,-0.004252,0.001011,-0.30957,-0.005265,-0.022778,-0.0099,-0.007984,0.225067,0.353192335,1.504141317,3.572402865,3.572402865,WT,NA,NA,NA,NA,NA,NA,NA,NA
17,1318270,144773,324,1,1,V,F,NA,19.614987,14.050408,6.728144,0.027915,1.020759,9.459821,0.04,8.09,0.13,24,5,0.661741,8.743201,8.625804,14.026786,0.651895,0.016748,0.159767,0.562682,0.812245,0.215294,0.029557,0.722496,0.586207,0.356322,0.290011,0.550374,540.224638,670.993559,1212.262882,0.383477,0.805112,0.555521,31.88,0.84,5.79,0,0,5693108,623707,-0.026106,60.021192,121.222036,-34.13189,-36.285887,0.683088,3.693472,-16.3,4.7,-11.1,17.4,1011,2,1,23,0,12,0,58,24,417,242,12,13.5,-0.513874,-0.447213,-0.51149,-0.751164,-0.964763,0.413802,0.466409,223.66778,242.198541,-239.217878,-306.756627,-207.801458,-309.289406,-66.644435,-50.710593,0.845447,0.884569,-0.858638,-0.466409,0.814391,0.824015,0.789059,0.918062,0.884569,-0.013949,0.064175,0.0238,0.006318,-0.053468,-0.04677,258857.5054,209511.4828,-74404.76414,97454.68898,-79400.65278,79477.67106,0.051834,0.335662,0.063353,0.004988,0.519558,0.335274,0.016136,-2.060119,0.163537,0.115172,0.023398,0.148989,0.04918,12.90403832,0.569576465,1.661502925,12.90403832,V,0.00923909,F,NA,NA,NA,NA,NA,NA
18,1356734,150331,387.625,2,3,NV,NA,NA,32.475248,0,0,0,0,0,0,0.27,0.09,31,24,0,0,0,0,0.341772,0.043478,0.126582,0.35443,0.417722,0,0,0.785479,0.643564,0.343234,0,1.096566,1607.472727,1505.454545,1531,0,1.067766,0.917261,9.2,5.05,28.74,0,0,5717583,629809,-0.52177,59.40349,77.695683,81.809864,91.377514,3.301264,30.214812,-15.9,5.1,-10,16.9,923,3,2,25,1,43,0,55,24.5,400,243,44,12.9,-0.196116,-0.447213,0.536875,-0.5547,-0.536875,-0.090535,0.94519,79.695153,161.878139,-57.528807,-67.750976,-97.253194,-65.556045,-345.963756,-7.765166,-0.98058,-0.311039,0.843661,0.991997,-0.98058,-0.964763,-0.894427,-0.242535,-0.32652,-0.17348,0,0.086207,0.22689,-0.056534,-0.085298,107415.3672,67446.97312,-198897.7617,-945317.6651,338708.275,-1016032.179,0.038649,-0.000137,-0.053142,-0.435601,-0.000304,-0.002335,-0.144242,-0.096525,-0.057741,-0.019531,-0.237969,0.011681,0.224409,0.00013086,27.02944108,5.349123633,27.02944108,NV,NA,NA,NA,NA,NA,NA,NA,NA
19,1361098,150817,322.2501526,2,3,NV,NA,NA,21.24911,0,0,0,0.035,18.5,0,0.04,0.01,0,0,0,0,0,0,0.444444,0,0.222222,0.555556,0.666667,0,0,0.822064,0.720641,0.519573,0,0,0,0,0,0,0,0,52.36,0.35,1.66,0,0,5719113,629629,-0.009027,53.275548,83.759657,7.552281,8.928832,1.470109,22.841687,-15.9,5.1,-9.9,16.8,912,4,2,25,5,62,0,55,24.4,379,243,67,12.7,0.707106,0.707106,-0.843661,-0.090535,-0.791285,0.988715,0.910366,185.194428,164.744881,-212.471192,-177.397437,-171.724107,-180,-338.87528,-352.234833,0.707106,-0.263117,-0.536875,0.143939,0.196116,0.413802,0.707106,-0.360399,-0.413802,0.0375,0.088395,-0.195978,-0.002042,-0.078968,-0.069996,181271.4036,208076.862,509394.3262,227287.8342,275425.3491,175609.3824,0.036007,0.132968,-0.02455,0.183583,-0.029075,-0.016209,0.040981,-0.7693,-0.037337,-0.019916,0.101762,-0.016074,0.227121,0.378624417,1.087883815,0.173073339,1.087883815,NV,NA,NA,NA,NA,NA,NA,NA,NA
20,1361295,150857,377.4240991,3,3,WT,NA,NA,28.70276,13.963037,0,0,0.762222,18.388889,0.66,1.6,1.03,37,21,0.549587,1.796842,1.605409,29.14786,0.391304,0.267361,0.201373,0.350114,0.389016,0.007968,0.002066,0.634298,0.39876,0.035124,0.29559,0.543699,801.982615,867.504913,1289.885865,0.233238,0.92447,0.668092,48.05,2.12,28.65,0,0,5717870,628669,0.692693,72.888645,85.7345,9.027621,6.570564,11.177071,39.809522,-15.9,5.2,-10,17,921,3,2,25,5,58,1,55,24.5,380,243,64,13,0.939551,0.831987,-0.942238,-0.973978,-0.992095,0.017668,0.142466,112.060197,210.607615,-165.416968,-153.530278,-165.151432,-152.06699,-281.455523,-274.97844,-0.302242,0.010604,0.24359,0.25625,-0.419092,-0.506223,-0.512186,-0.980061,-0.989787,0.263967,0,-0.231193,-0.197179,-0.087866,-0.174685,4809.520493,75136.44784,859093.0492,-271268.0017,62504.21398,-408733.7094,0.015588,0.002483,-0.178698,-0.325442,-0.091667,-0.054471,-0.309123,-0.828453,-0.114968,0.000709,-0.149677,-0.146698,0.402428,0.065225123,0.366681802,16.06902898,16.06902898,WT,NA,NA,NA,NA,NA,NA,NA,NA
21,1361297,150858,324,3,3,WT,NA,NA,28.290244,31.568136,0,0.002232,1.586316,15.973684,0.6,1.67,1.02,38,19,0.569196,2.638,1.717768,27.815451,0.101955,0.151515,0.171685,0.201796,0.211305,0.032854,0.013393,0.747768,0.502232,0.055804,0.311519,0.524949,771.490444,856.968391,1362.46415,0.276938,0.900255,0.621138,8.01,2.37,23.71,0,0,5717872,628616,0.254187,71.078724,84.308439,0.778036,-2.031742,8.908534,39.768073,-15.9,5.2,-10,17,921,3,2,25,7,60,1,55,24.5,378,243,68,13,0.812377,0.838231,-0.919194,-0.964763,-0.998968,-0.030289,0.161488,112.249023,177.917434,-156.894299,-164.744881,-166.701429,-164.744881,-279.039482,-275.194428,-0.572279,-0.036339,0.392184,0.230025,-0.649418,-0.645068,-0.525181,-0.98758,-0.986874,0.267803,0,-0.253669,-0.267109,-0.083588,-0.164627,-8008.340258,74726.45371,573699.9187,-431616.5331,66450.92441,-380197.14,0.01383,-0.004537,-0.152133,-0.32722,-0.105629,-0.061672,-0.387832,-0.885576,-0.113067,-0.002475,-0.169597,-0.144592,0.392977,0.072296718,0.068483306,107.8410111,107.8410111,WT,NA,NA,NA,NA,NA,NA,NA,NA
22,1361351,150879,309.7916412,3,3,WT,NA,NA,27.567708,30.513414,6.376537,0.030246,1.118039,14.666667,0.18,1.44,0.45,37,8,0.495274,8.340992,4.629097,22.445161,0.433484,0.018047,0.759729,0.809502,0.823982,0.077364,0.115312,0.854442,0.769376,0.31758,0.267654,0.577718,1017.817749,1078.614286,1495.681818,0.190119,0.943635,0.691335,126.48,4.51,21.49,0,0,5719961,628158,0.239489,56.71793,80.314479,-108.382358,-115.258862,1.539468,7.149472,-15.9,5.2,-9.9,17,910,4,2,25,16,81,2,54,24.5,353,244,99,12.9,0.324689,0.926099,-0.853931,-0.691404,-0.84884,-0.316227,-0.799652,258.210071,226.560531,-211.312972,-217.19418,-227.72631,-218.310796,-140.479179,-97.060049,-0.920667,0.726036,-0.519468,-0.73994,-0.964949,0.819213,0.834164,0.636346,0.600439,0.027674,0.037053,-0.014581,-0.043784,-0.006335,-0.009747,-34363.12681,71395.48378,16435.54162,-84387.93854,-12417.87563,19216.45918,0.022061,-0.088688,0.069335,0.091502,0.077537,0.04291,0.362427,-0.938987,0.073565,0.017701,0.10176,0.222796,0.033371,0.054156813,10.67575808,643.6032002,643.6032002,WT,NA,NA,NA,NA,NA,NA,NA,NA
23,1361424,150905,322.0228371,3,3,WT,NA,NA,27.20283,17.49279,1.750467,0.022989,0.73907,18.953488,0.23,1.07,0.47,35,12,0.371648,5.100928,2.295942,22.608696,0.172434,0.026688,0.677804,0.713007,0.72315,0.073654,0.022989,0.881226,0.770115,0.153257,0.304517,0.533134,817.339597,928.634899,1717.739597,0.355176,0.880152,0.504774,167.52,2.72,16.26,0,0,5719728,628963,0.62842,55.719161,65.871269,-24.53025,-35.082766,8.77726,19.001654,-15.9,5.2,-9.9,16.8,910,4,2,25,11,71,1,54,24.5,367,243,83,12.8,0.98058,0.894427,-0.983869,-0.995893,-0.983869,0.910366,0.891163,155.830411,181.041626,-169.695153,-102.804266,-205.301378,-105.255118,-331.38954,-333.434948,0.196116,0.018178,0.178885,-0.427379,0.024514,-0.331914,0.447213,-0.478852,-0.453683,0.227809,0.041676,-0.028358,-0.290914,-0.056514,-0.099377,192337.4151,89323.85923,346393.7679,106018.8396,-14869.22092,176135.1669,0.077846,0.091071,-0.038923,-0.027154,-0.028278,-0.035354,-0.030941,-0.656086,-0.019035,0.000909,-0.035159,-0.059242,0.216814,0.502108983,2.251003184,143.1711275,143.1711275,WT,NA,NA,NA,NA,NA,NA,NA,NA
24,1361440,150910,328.4769014,3,3,WT,NA,NA,27.636364,12.249689,0,0.003831,0.797347,21.918367,0.25,1.18,0.59,37,18,0.321839,3.061786,2.244304,24.177215,0.132942,0.078675,0.297165,0.382209,0.398827,0.028939,0.007663,0.842912,0.628352,0.157088,0.387077,0.441881,741.840506,859.368354,1515.807595,0.34282,0.863239,0.550263,64.49,4.26,28.15,0,0,5719775,628935,1.502586,53.85593,65.406938,-33.73586,-44.30873,7.00674,18.724049,-15.9,5.2,-9.9,16.8,909,4,2,25,12,72,1,54,24.5,365,243,85,12.8,0.985435,0.92082,-0.998973,-0.991588,-0.992095,0.888974,0.887843,152.923596,263.674655,-268.701392,-95.837113,-206.355188,-99.027242,-331.642831,-309.931166,0.147087,-0.106844,0.022633,-0.443925,-0.147087,-0.022633,0,-0.474952,-0.459975,0.255035,0.032032,-0.011189,-0.310458,-0.046459,-0.090176,152244.166,67711.6294,422013.1289,75497.90674,-14299.18172,0,0.068773,0.098711,-0.03126,-0.004303,-0.029864,-0.035036,-0.03969,-0.676718,-0.026723,-0.004078,-0.003658,-0.07421,0.188386,0.242791975,0.24630217,21.20267726,21.20267726,WT,NA,NA,NA,NA,NA,NA,NA,NA
25,1361448,150914,364.6058482,3,3,WT,NA,NA,27.883721,21.222806,0,0.002457,0.711739,15.130435,0.63,1.44,0.97,35,20,0.528256,2.04493,1.43315,27.755,0.112655,0.262774,0.078274,0.109729,0.119971,0.013921,0,0.685504,0.437346,0.036855,0.244687,0.606829,821.061995,885.932884,1360.036658,0.247112,0.926777,0.633378,8.6,1.36,23.77,0,0,5717925,628585,0.661076,70.228977,83.385752,-14.922995,-18.128129,8.677488,39.906851,-15.9,5.2,-10,17,919,3,2,25,7,62,1,55,24.5,375,243,70,13,0.857492,0.894427,-0.964763,-0.97185,-1,0,0.413802,118.610459,177.917434,-164.744881,-164.744881,-165.718904,-155.556045,-280.304846,-282.804266,-0.514495,-0.036339,0.263117,0.246679,-0.514495,-0.588171,-0.447213,-0.983869,-0.910366,0.333198,0,-0.228914,-0.366505,-0.074502,-0.142466,0,74049.91254,623737.4782,-420517.9671,51233.82048,-341666.0552,0.010536,0,-0.115896,-0.382165,-0.124214,-0.058625,-0.43778,-0.961351,-0.110709,-0.00247,-0.175241,-0.142285,0.355002,0.06538835,0.07222219,22.9876136,22.9876136,WT,NA,NA,NA,NA,NA,NA,NA,NA
26,1361458,150916,324,3,3,WT,NA,NA,28.767196,14.540447,0,0.004975,0.28,17,0.03,0.77,0.21,35,16,0.149254,6.033,2.139474,23.894737,0.05784,0.006593,0.568641,0.595819,0.61324,0.014085,0.00995,0.945274,0.835821,0.368159,0.389229,0.439647,935.934028,1000.815972,1815.618056,0.319705,0.935171,0.512557,141.78,0.99,4.72,0,0,5721188,629632,0.806195,55.053391,60.62374,-61.811174,-63.851071,4.172085,17.62605,-15.8,5.2,-9.8,16.7,903,4,2,25,16,80,2,54,24.4,356,243,98,12.6,0.823437,0.79036,-0.990549,-0.457956,-0.611447,0.920581,0.922579,141.419555,231.340191,-187.465725,-209.485467,-255.718904,-208.610459,-335.556045,-335.556045,-0.563473,0.780868,-0.129802,-0.969097,-0.6001,-0.341743,0.248451,-0.413802,-0.385806,0.121869,0.03193,-0.050655,-0.157745,-0.008321,-0.01689,67049.62879,61597.98354,162960.6204,-141946.4405,-43321.90247,12219.47255,0.029727,0.112783,-0.012161,-0.143074,-0.029781,-0.02264,-0.229301,-0.721664,-0.014745,0.022857,-0.082096,-0.078018,0.141,0.800924574,1.019803339,91.80818772,91.80818772,WT,NA,NA,NA,NA,NA,NA,NA,NA
27,1363914,151308,450.1582642,1,1,V,F,NA,33.807947,26.150764,13.531116,0.070632,3.692422,13.289062,0.34,16.22,0.43,41,10,0.67658,15.581264,14.41866,21.835052,0.808685,0.029067,0.1356,0.847603,0.919295,0.055288,0.446097,0.69145,0.561338,0.327138,0.482761,0.348835,447.973159,601.559856,1188.189915,0.45241,0.744686,0.517233,7.59,3.64,30.07,0,0,5716449,628351,-1.210208,61.809159,81.110603,40.668135,35.54296,-7.611573,38.627747,-15.9,5.2,-10.1,17,929,3,2,25,4,52,0,55,24.5,385,243,56,13,0.928476,0.894427,-0.995893,-0.888974,-0.964763,-0.341743,-0.178885,153.434948,79.695153,-185.194428,-185.194428,-183.12213,-185.194428,-258.439869,-329.420773,0.37139,-0.983869,-0.090535,-0.054464,0.37139,-0.263117,0.447213,-0.979714,-0.983869,0.389175,-0.017863,-0.263233,-0.276593,-0.102598,-0.162049,188745.5112,-44827.91541,1480469.205,461234.3406,134910.0341,627567.7957,0.081273,-0.02765,-0.04433,-0.350195,-0.046523,-0.038675,-0.119963,-0.591498,-0.047864,-0.067419,-0.111842,-0.053464,0.312845,81.25611311,0.420659582,1.276435021,81.25611311,V,0.002443994,F,NA,NA,NA,NA,NA,NA
28,1389449,155599,567.4370282,1,1,V,F,NA,27.474684,8.913304,2.377567,0.034221,0.814424,12.447005,0.18,6.13,0.26,34,7,0.659696,7.524409,7.416287,21.449102,0.561169,0.032976,0.21059,0.641509,0.715764,0.302234,0.015209,0.707224,0.562738,0.311787,0.401094,0.427456,439.534795,592.647389,961.459479,0.372539,0.741646,0.631182,11.86,1.64,12.83,0,0,5714325,628855,0.431493,61.840669,69.338523,-60.735809,-55.513397,-2.584102,12.799433,-15.9,5.2,-10.1,17,931,3,2,25,5,54,0,55,24.5,381,243,59,13.1,0.928476,0.707106,-0.877895,-0.785491,-0.791285,0.939793,0.928476,208.610459,122.471192,-151.38954,-143.972626,-120.963756,-143.972626,-23.355564,-357.397437,0.37139,-0.843661,0.478852,0.857492,0.514495,0.633237,0.707106,0.396436,0.37139,0.078969,-0.033434,-0.038485,-0.118401,0.023085,-0.030486,159578.7313,-79639.28593,317312.552,105414.7024,49249.15638,210748.6515,0.081386,0.151389,-0.007398,0.124489,0.028459,0.027224,0.367405,-0.725985,-0.024362,-0.048186,0.103622,-0.011718,0.066058,113.5254503,0.153343134,0.632574539,113.5254503,V,0.014632077,F,NA,NA,NA,NA,NA,NA
29,1389577,155620,323.9980695,1,1,V,F,NA,35.049296,14.529462,5.952335,0.07326,1.276593,15.918519,0.92,11.23,0.52,55,10,0.794872,10.627373,8.863983,27.423729,0.779496,0.257831,0.171249,0.739977,0.881443,0.168224,0.120879,0.644689,0.490842,0.223443,0.503534,0.330199,531.248908,673.59083,1489.295197,0.474153,0.788682,0.437286,4.21,2.06,22.36,0,0,5716251,628351,-0.012083,62.99616,80.856887,112.93514,108.941075,14.544213,27.687018,-15.9,5.2,-10.1,17.1,932,3,2,25,2,42,0,55,24.5,396,243,44,13.1,0.37139,-0.447213,-0.964763,-0.877895,-0.983869,-0.457956,-0.263117,137.72631,182.082565,-195.255118,-82.234833,-173.77417,-185.194428,-322.305759,-322.305759,-0.928476,0.036339,-0.263117,0.108447,-0.928476,-0.73994,-0.894427,-0.611447,-0.964763,-0.129985,-0.022472,0.046416,0.178697,-0.135187,-0.250922,181567.3085,-61913.00115,226308.1952,-641833.4105,216455.6225,-721538.1147,0.037269,-0.006397,-0.028799,-0.0276,-0.003669,-0.008586,-0.007737,-0.210934,-0.04793,0.002534,-0.05249,-0.019953,0.383604,84.44270059,0.135580433,1.214228185,84.44270059,V,0.001579879,F,NA,NA,NA,NA,NA,NA
30,1407122,158272,368.4173332,3,3,WT,NA,NA,28.795539,6.744009,0,0,0.206875,17.5625,0.02,0.57,0.22,33,19,0.134276,2.800789,1.375833,26.75,0.128571,0.032129,0.285714,0.367857,0.389286,0.016722,0,0.879859,0.717314,0.30742,0.228584,0.62789,912.103488,933.072093,1386.44186,0.206365,0.977527,0.658273,135.66,0.69,3.46,0,0,5716575,626773,0.678601,40.076015,57.716844,-77.523465,-87.366012,-1.723543,9.395107,-16,5.2,-10.1,16.9,932,3,2,25,10,70,1,55,24.5,361,244,81,12.9,0.846546,-0.383325,-0.999413,-0.764144,-0.714209,-0.760888,0.369292,319.184916,14.057481,-230.68651,-197.30798,-221.698134,-195.255118,-99.914884,-147.799088,-0.530238,-0.102311,0.012933,-0.665206,-0.983354,-0.91457,-0.707106,0.514941,-0.929296,-0.061011,0.024128,-0.033785,0.085091,-0.008033,-0.009658,-72799.66545,49311.03026,51738.77647,-115186.3455,-14209.33609,-193756.6369,0.002883,-0.100398,0.006964,-0.029267,0.037658,-0.088695,0.170115,-0.837501,0.032381,-0.003456,-0.060684,0.078461,0.07121,0.167870477,1.209368332,26.52071043,26.52071043,WT,NA,NA,NA,NA,NA,NA,NA,NA
